,ACK1,ACK2,ACK3,AN1,AN2,AN3,AR1,AR2,AR3,SCK2.1,SCK2.2,SCK2.3,SN2.1,SN2.2,SN2.3,SR1,SR2,SR3,YCK1,YCK2,YCK3,YN1,YN2,YN3,YR1,YR2,YR3
ASV_217,0,0,145,0,0,0,0,0,0,155,142,195,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
ASV_218,0,16,0,0,27,10,13,68,28,0,0,0,0,0,0,32,52,34,24,0,0,0,31,7,42,61,194
ASV_219,0,0,0,0,12,15,35,60,82,0,0,0,0,0,0,72,56,72,54,47,0,0,0,0,43,36,55
ASV_220,0,0,0,0,0,0,0,119,77,0,0,0,0,0,0,143,24,80,0,0,0,0,0,0,101,59,36
ASV_221,0,0,0,0,0,12,82,62,44,0,0,0,0,0,0,58,38,62,26,0,0,0,0,0,81,95,78
ASV_222,0,0,0,0,0,0,117,96,108,0,0,0,0,0,0,58,37,56,15,0,0,0,0,0,41,75,30
ASV_223,48,25,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,65,76,134,0,0,0,0,0,0
ASV_224,11,0,0,0,0,11,23,0,51,0,0,0,0,0,0,55,46,16,0,257,7,0,0,0,81,44,28
ASV_225,0,0,0,0,0,14,71,64,0,0,0,0,0,0,0,33,167,122,0,0,0,0,0,0,0,49,107
ASV_226,0,6,0,298,176,0,0,0,21,45,12,19,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
ASV_227,0,0,0,0,0,0,53,150,108,0,0,0,0,0,0,0,100,99,22,0,0,0,0,0,0,0,89
ASV_228,136,71,84,0,8,0,0,33,17,0,0,0,0,0,0,6,50,111,8,38,10,0,0,0,9,0,39
ASV_229,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,103,160,53,0,0,0,0,0,0,74,90
ASV_232,0,0,0,0,0,0,48,74,43,0,0,0,0,0,0,86,47,22,0,0,0,0,0,0,145,85,64
ASV_233,0,0,0,0,0,0,50,104,76,0,0,0,0,0,0,63,76,107,0,0,0,0,0,0,15,75,43
ASV_234,0,39,94,0,0,0,0,0,0,21,21,28,0,0,0,0,0,0,0,27,375,0,0,0,0,0,0
ASV_235,0,0,0,0,0,0,73,110,70,0,0,0,0,0,0,0,17,92,0,0,0,0,0,0,55,80,108
ASV_236,0,0,0,70,103,427,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV_237,0,229,0,0,0,0,0,0,64,248,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
ASV_238,0,0,0,0,0,24,35,57,66,0,0,0,0,0,0,124,65,26,67,0,0,0,0,0,136,0,0
ASV_239,0,0,2,0,0,0,0,8,9,316,107,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_240,5,83,8,0,0,0,24,83,84,0,0,0,0,0,0,20,30,64,59,0,0,0,0,0,20,57,61
ASV_241,0,0,0,0,8,14,113,115,27,0,0,0,0,0,0,31,126,40,22,0,0,0,0,0,18,32,52
ASV_242,181,215,169,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_243,461,50,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,8,33,13,0,0,0,0,0,0,0
ASV_244,189,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0
ASV_245,35,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,9,17
ASV_246,0,0,0,385,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_247,0,0,0,24,11,0,0,0,0,74,67,176,0,162,63,0,0,0,0,0,0,0,0,0,0,0,0
ASV_248,91,163,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,113,0,196,0,0,0,0,5,6
ASV_249,177,78,0,0,0,0,52,0,66,0,0,0,0,0,0,0,0,0,63,53,85,0,0,0,0,0,0
ASV_250,0,0,0,0,5,0,0,48,136,198,17,43,0,29,90,0,0,0,0,0,0,0,0,0,0,8,0
ASV_251,38,273,39,0,0,0,0,9,159,0,0,0,0,0,0,0,0,0,6,15,18,0,0,0,4,0,10
ASV_253,0,96,0,0,8,0,0,63,0,0,0,0,0,0,0,0,126,89,83,51,0,0,0,0,0,0,53
ASV_254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,288,0,0,0,0,0,0
ASV_255,0,6,0,0,0,0,0,0,0,337,49,68,0,0,34,0,0,0,27,20,0,0,0,0,0,0,18
ASV_256,0,0,216,0,0,0,0,0,0,49,154,131,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
ASV_257,31,42,0,0,0,0,12,14,0,137,190,56,0,0,0,0,0,38,0,25,0,0,0,0,0,6,6
ASV_258,0,52,0,0,35,0,58,0,0,0,0,0,0,0,0,0,132,0,74,79,0,0,0,0,29,26,70
ASV_259,0,0,0,374,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_260,0,47,0,0,0,0,84,60,0,0,0,0,0,0,0,0,20,0,89,0,0,0,0,0,110,92,49
ASV_261,0,0,0,40,47,143,48,0,0,27,42,15,68,0,0,88,29,0,0,0,0,0,0,0,3,0,0
ASV_262,0,0,13,0,0,0,0,0,0,61,96,41,0,0,0,0,0,0,85,10,236,0,0,0,0,0,0
ASV_263,0,24,0,0,2,0,14,34,0,0,0,0,0,0,0,3,41,10,19,0,0,0,0,0,22,264,106
ASV_264,0,0,0,205,0,241,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0
ASV_265,7,0,27,0,0,0,0,0,0,95,213,188,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ASV_266,0,0,0,0,0,4,0,22,505,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ASV_267,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,58,0,434,0,0,0,0,0,12
ASV_268,0,0,0,0,0,0,0,0,0,0,0,0,22,463,11,0,0,0,0,0,0,0,0,40,0,0,0
ASV_269,0,79,0,0,0,0,20,20,40,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,43,14,22
ASV_270,0,25,0,0,0,0,32,156,60,0,0,0,0,0,0,68,78,34,0,0,0,0,0,0,0,36,45
ASV_271,0,21,31,0,0,0,0,0,0,25,0,21,0,0,0,0,0,0,0,346,90,0,0,0,0,0,0
ASV_272,0,0,0,0,20,15,0,41,0,0,0,0,0,0,0,0,36,181,0,0,0,0,0,0,0,240,0
ASV_274,0,118,0,0,0,21,0,39,0,0,0,0,0,0,0,0,96,46,50,117,0,0,0,0,0,0,43
ASV_275,0,0,243,0,0,0,0,0,0,63,76,65,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0
ASV_276,0,0,0,0,0,0,27,36,45,0,14,0,0,0,0,40,61,84,54,0,7,0,0,0,67,44,48
ASV_277,0,0,0,211,0,0,7,0,0,0,0,0,0,0,0,92,216,0,0,0,0,0,0,0,0,0,0
ASV_278,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_279,366,55,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,0
ASV_280,0,44,58,0,0,0,0,0,0,42,45,67,0,0,0,0,0,0,124,10,122,0,0,0,0,0,0
ASV_281,283,49,46,0,0,0,0,0,0,14,48,0,0,0,0,0,0,0,15,0,55,0,0,0,0,0,0
ASV_282,0,0,0,0,0,0,0,0,0,72,215,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_283,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,371,0,0,0,0,0,22,0
ASV_284,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_285,0,0,0,0,0,0,0,0,0,143,199,161,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV_286,0,0,0,0,0,0,95,22,0,0,0,0,0,0,0,37,45,28,18,0,0,0,0,0,84,137,37
ASV_287,0,81,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,58,119,0,0,0,0,0,60,134,20
ASV_288,0,0,0,0,0,0,52,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,349
ASV_289,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,47,55,47,0,0,0,0,0,82,100,77
ASV_290,296,34,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,14,44,78,0,0,0,0,0,13,0
ASV_291,475,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_292,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_293,0,0,0,0,0,0,36,42,43,0,0,0,0,14,0,28,0,44,0,0,0,0,28,12,43,72,134
ASV_294,154,0,25,0,9,0,0,105,0,0,0,0,0,0,0,0,55,0,109,38,0,0,0,0,0,0,0
ASV_295,0,0,0,0,0,13,30,32,36,0,0,0,0,0,0,56,35,58,0,0,0,0,0,0,148,58,29
ASV_296,0,3,230,0,0,0,0,0,0,26,39,0,0,0,0,0,0,0,54,0,140,0,0,0,0,0,0
ASV_297,55,0,26,0,0,0,37,27,48,0,0,0,0,0,0,43,48,42,0,23,0,0,0,0,19,56,66
ASV_298,148,0,177,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,129,0,0,0,0,11,0
ASV_299,72,50,79,0,27,48,0,14,0,0,0,0,0,0,0,62,43,92,0,0,0,0,0,0,0,0,0
ASV_300,22,79,28,0,0,0,0,17,54,0,0,0,0,0,0,0,0,0,217,0,22,0,0,0,0,21,25
ASV_301,0,0,88,0,0,0,0,42,36,0,0,0,0,0,0,0,34,112,15,0,0,0,0,0,0,100,56
ASV_302,0,0,0,0,0,0,81,66,52,0,0,0,0,0,0,73,88,80,0,0,0,0,0,0,42,0,0
ASV_303,0,78,0,0,0,0,45,50,57,0,0,0,0,0,0,44,0,40,53,14,0,0,9,0,46,0,44
ASV_304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,195,112,0,0,0,111,24,24
ASV_305,0,0,0,0,0,12,53,71,62,0,0,0,0,0,0,89,0,41,0,0,0,0,0,0,94,0,54
ASV_306,0,0,49,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,127,65,145,0,0,0,0,81,0
ASV_307,0,0,0,0,0,0,70,46,129,0,0,0,0,0,0,45,18,67,0,0,0,0,0,0,45,15,40
ASV_308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,173,124,0,0,0,124,0,29
ASV_309,249,66,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,124,0,0,0,0,0,22,0
ASV_310,23,63,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,265,0,0,0,0,0,0
ASV_311,27,16,69,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,38,15,281,0,0,0,0,4,14
ASV_312,0,0,9,22,0,0,0,20,45,197,66,72,0,0,0,0,0,0,9,0,0,25,0,0,0,0,0
ASV_313,0,0,0,0,0,0,53,27,82,0,0,0,0,0,0,19,16,45,0,0,0,0,0,0,34,126,63
ASV_314,0,161,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0
ASV_315,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,8,28,20,0,0,0,0,0,50,270,52
ASV_316,0,0,0,0,0,0,61,48,73,0,0,0,0,0,0,36,38,0,9,0,0,0,0,0,51,123,24
ASV_317,0,0,0,0,16,0,47,77,53,0,0,0,0,0,0,16,9,60,0,0,0,0,0,0,54,63,67
ASV_318,37,223,0,0,0,0,0,0,0,92,46,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_320,42,104,0,0,0,0,0,38,0,0,4,0,0,0,0,0,14,51,104,15,0,0,0,0,24,26,38
ASV_321,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0
ASV_322,0,0,0,0,0,0,37,59,46,0,0,0,0,0,0,0,64,101,0,0,0,0,0,0,34,80,39
ASV_323,226,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,150,0,0,0,0,0,0,0
ASV_324,0,85,13,0,0,0,10,22,15,0,0,0,0,0,0,17,0,25,69,15,0,0,0,0,42,130,14
ASV_325,0,0,0,122,0,206,0,0,0,0,0,0,77,0,0,51,0,0,0,0,0,0,0,0,0,0,0
ASV_326,25,195,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,58,0,0,0,0,0,0
ASV_327,17,0,178,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,13,14,64,0,0,0,0,0,0
ASV_328,0,0,288,0,0,0,0,0,0,19,27,15,0,0,0,0,0,0,0,0,103,0,0,0,0,3,0
ASV_329,0,0,0,358,58,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_330,15,0,153,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0
ASV_331,0,0,0,67,0,315,0,0,0,0,0,0,17,0,0,54,0,0,0,0,0,0,0,0,0,0,0
ASV_332,0,0,0,0,0,0,0,0,0,67,94,56,0,0,0,0,0,0,179,0,56,0,0,0,0,0,0
ASV_333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,67,117,169
ASV_334,0,0,0,0,7,5,0,41,0,0,0,0,0,0,0,33,68,36,64,100,0,0,0,0,44,0,51
ASV_335,0,0,0,0,0,0,0,0,0,165,127,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_336,0,0,0,349,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_337,0,0,0,0,0,0,22,78,30,0,0,0,0,0,0,12,92,94,9,67,0,0,0,0,0,24,18
ASV_338,0,0,0,0,0,0,51,0,109,0,0,0,0,0,0,126,0,0,50,0,0,0,0,0,68,41,0
ASV_339,19,39,53,0,0,0,0,48,0,0,32,0,0,0,0,31,30,126,35,0,31,0,0,0,0,0,0
ASV_340,0,0,0,0,12,0,115,0,55,0,0,0,0,0,0,36,0,0,32,0,0,0,0,0,33,107,53
ASV_341,0,0,0,0,15,14,67,59,55,0,0,0,0,0,0,41,31,46,14,0,0,0,0,0,14,43,43
ASV_342,0,0,0,0,0,0,0,0,0,118,162,155,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
ASV_343,0,0,0,0,14,0,131,20,24,0,0,0,0,0,0,123,54,38,0,0,0,0,0,0,26,10,0
ASV_344,27,0,70,0,0,0,0,0,0,82,63,97,0,0,0,0,0,0,0,6,94,0,0,0,0,0,0
ASV_345,0,134,0,0,0,0,48,92,71,0,0,0,0,0,0,0,33,35,0,26,0,0,0,0,0,0,0
ASV_346,0,0,0,0,0,16,60,0,60,0,0,0,0,0,0,49,0,62,0,0,0,0,0,0,104,28,60
ASV_347,0,0,0,0,0,0,70,19,53,0,0,0,0,0,0,48,36,24,11,0,0,0,0,0,46,121,10
ASV_348,0,0,0,44,0,0,0,0,0,0,0,0,371,0,0,0,22,0,0,0,0,0,0,0,0,0,0
ASV_349,0,0,0,0,0,0,47,42,44,0,0,0,0,0,0,47,44,58,11,0,0,0,0,0,36,85,22
ASV_350,0,0,0,0,0,0,0,0,0,109,120,118,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0
ASV_351,0,191,22,0,0,0,0,0,0,0,27,0,0,0,0,0,39,35,57,0,0,0,0,0,64,0,0
ASV_352,0,0,0,0,403,10,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
ASV_353,80,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,115,0,0,0,0,0,0,7
ASV_354,0,0,0,20,26,0,0,0,29,86,130,90,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
ASV_355,0,0,223,0,0,0,0,0,0,38,43,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0
ASV_356,0,0,0,0,40,0,58,0,75,0,0,0,0,0,0,73,0,86,0,0,0,0,0,0,100,0,0
ASV_357,0,0,0,0,0,0,0,0,0,105,121,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_359,0,0,212,0,0,0,0,0,0,35,112,17,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
ASV_360,0,0,0,0,0,0,30,28,140,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,11,47,161
ASV_361,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,306,0,0,0,0,0,0,0
ASV_362,0,22,0,0,2,0,62,44,21,0,0,0,0,0,0,30,67,38,23,0,0,0,0,0,42,43,32
ASV_363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,39,0,0,0,0,0,0,0,227,87
ASV_364,0,14,0,0,0,0,7,23,4,0,0,0,0,0,0,0,0,44,147,0,0,0,0,0,140,25,20
ASV_365,0,0,0,0,0,0,0,0,0,134,125,160,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ASV_366,33,0,0,11,9,0,21,12,27,60,16,14,0,16,0,0,0,0,22,99,0,0,0,0,19,29,33
ASV_367,0,0,0,0,0,0,0,0,0,0,0,0,217,78,111,0,14,0,0,0,0,0,0,0,0,0,0
ASV_368,8,0,101,0,0,0,0,0,0,80,94,113,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
ASV_369,0,84,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,152,34
ASV_370,0,0,0,0,0,0,2,0,0,0,0,25,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_371,0,0,0,0,0,0,0,75,70,0,0,0,0,0,0,25,43,98,0,0,0,0,0,0,33,41,31
ASV_372,0,0,0,104,52,144,0,0,0,0,0,0,0,38,32,44,0,0,0,0,0,0,0,0,0,0,0
ASV_373,0,0,0,0,0,0,32,42,84,0,0,0,0,0,0,22,24,78,0,0,0,0,0,0,33,47,50
ASV_375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0
ASV_376,42,271,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,20,0,0,0,0,0,0
ASV_377,0,0,0,0,0,0,24,57,68,0,0,0,0,0,0,0,32,49,52,0,0,0,0,0,60,31,37
ASV_378,0,13,0,0,0,0,63,0,46,0,0,0,0,0,0,98,67,42,0,0,0,0,0,0,0,36,44
ASV_379,0,0,25,0,0,0,0,0,0,116,145,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_380,0,0,0,0,5,0,21,50,24,0,0,0,0,0,0,14,41,18,9,0,0,0,0,0,67,98,62
ASV_381,13,24,0,47,20,0,5,0,0,172,19,66,0,32,0,0,0,0,0,0,0,0,0,0,0,5,3
ASV_382,7,0,0,0,0,0,0,0,6,329,19,24,0,0,0,0,0,0,12,3,0,0,0,0,4,0,2
ASV_383,0,19,4,31,38,0,0,12,103,39,38,62,0,25,0,0,0,0,5,15,0,0,0,0,6,9,0
ASV_384,44,0,0,0,0,11,0,0,22,0,0,0,0,0,0,0,40,14,0,274,0,0,0,0,0,0,0
ASV_386,0,31,0,0,0,0,33,69,0,0,0,0,0,0,0,20,61,57,10,21,0,0,0,0,10,22,70
ASV_387,0,17,0,0,0,0,0,46,0,0,0,0,0,0,0,24,0,60,27,0,0,0,0,0,75,70,85
ASV_388,0,0,0,0,0,0,0,0,0,225,84,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_389,361,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_390,0,0,45,0,0,0,0,0,0,109,107,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_391,0,0,0,0,14,0,0,62,0,0,0,0,0,0,0,26,269,0,0,0,0,0,0,0,0,0,32
ASV_393,0,54,0,0,0,0,21,37,32,0,0,0,0,0,0,0,59,15,15,0,0,0,0,0,17,59,92
ASV_394,0,0,0,0,0,0,0,0,0,135,125,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_397,0,0,0,0,0,0,51,79,25,0,0,0,0,0,0,0,42,26,0,0,0,0,0,0,39,70,67
ASV_398,0,111,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0
ASV_399,0,0,71,0,0,0,0,0,0,79,99,126,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
ASV_400,0,0,0,20,55,0,0,0,0,0,0,0,18,0,0,0,0,0,17,100,108,0,0,0,27,23,27
ASV_401,0,0,0,0,0,0,19,0,0,0,0,0,23,0,173,0,0,0,0,0,0,103,50,0,0,27,0
ASV_402,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,37,0,40,0,0,0,0,0,0,114,50,111
ASV_403,0,0,0,0,0,0,0,0,0,0,0,0,116,120,159,0,0,0,0,0,0,0,0,0,0,0,0
ASV_404,35,141,0,0,0,0,0,10,11,0,0,0,0,0,0,0,18,9,89,26,0,0,0,0,10,19,26
ASV_405,32,194,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,14,0
ASV_406,0,0,0,0,0,0,37,42,74,0,0,0,0,0,0,58,26,34,0,4,0,0,0,0,59,29,31
ASV_407,0,0,0,0,0,0,12,47,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,32,231,62
ASV_408,20,18,5,0,0,0,0,40,0,0,0,0,0,0,0,26,61,25,31,23,0,0,0,0,0,29,115
ASV_409,0,8,77,0,0,0,0,0,0,84,162,7,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
ASV_410,0,37,0,0,0,0,57,88,38,0,0,0,0,0,0,0,0,43,13,0,0,0,0,0,65,0,52
ASV_411,0,0,0,0,14,7,21,30,25,0,0,0,0,0,0,30,46,35,12,0,0,0,17,0,50,78,27
ASV_412,0,0,0,0,0,0,38,126,66,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,151,0
ASV_413,3,4,0,0,13,16,33,45,0,0,0,0,17,0,7,0,75,54,21,8,0,0,10,0,0,0,85
ASV_414,0,0,43,0,0,0,0,0,0,127,108,67,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
ASV_415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,381,0,0,0,0,0,0
ASV_416,287,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0
ASV_417,23,0,57,0,0,0,0,0,0,101,100,10,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0
ASV_418,0,0,8,0,0,0,0,0,0,114,130,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_419,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,57,29,13,0,0,0,0,0,0,47,123,0
ASV_420,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,27,0,0,15,0,0,0,0,0,56,60,160
ASV_421,0,0,0,0,0,0,0,0,0,82,105,150,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0
ASV_422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0
ASV_425,39,47,0,0,0,0,0,10,0,0,0,0,0,0,0,0,18,82,17,168,0,0,0,0,0,0,0
ASV_426,38,0,84,0,0,0,0,0,0,70,57,115,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
ASV_427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0
ASV_428,0,0,0,0,0,10,0,96,55,0,0,0,0,0,0,0,75,40,0,0,0,0,0,0,0,18,85
ASV_429,0,0,0,0,0,0,0,0,0,149,111,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_430,0,0,0,0,0,0,0,0,0,80,125,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_431,92,0,13,0,0,0,0,0,115,0,0,0,0,0,0,0,80,76,0,0,0,0,0,0,0,0,0
ASV_432,0,0,0,0,0,13,6,40,16,0,0,0,0,0,0,14,51,23,9,2,0,0,0,0,12,37,153
ASV_433,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0
ASV_434,210,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,129,0,0,0,0,0,0,0
ASV_435,0,19,47,0,0,0,0,0,0,53,67,81,0,0,0,0,0,0,0,13,73,0,0,0,0,10,10
ASV_436,0,8,0,0,0,0,0,31,0,0,0,0,0,0,0,0,53,54,17,0,0,0,0,0,0,119,91
ASV_437,34,16,220,0,0,0,0,0,0,0,16,0,0,0,0,0,0,35,0,0,51,0,0,0,0,0,0
ASV_438,0,0,115,0,0,0,0,0,0,57,89,101,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
ASV_439,0,0,0,0,0,10,0,0,0,0,0,100,243,0,0,0,17,0,0,0,0,0,0,0,0,0,0
ASV_440,0,0,0,0,0,0,73,38,51,0,0,0,0,0,0,53,0,69,0,0,0,0,0,0,0,0,86
ASV_441,14,14,265,0,0,0,0,0,0,29,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_442,0,0,0,0,0,15,38,32,93,0,0,0,0,0,0,0,25,54,0,51,0,0,0,0,42,0,19
ASV_443,17,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
ASV_444,19,0,0,0,0,32,27,62,30,0,0,0,0,0,0,0,11,48,0,68,0,0,0,0,0,0,71
ASV_445,0,21,0,0,0,0,0,53,16,0,0,0,0,0,0,10,110,52,21,26,0,0,0,0,7,36,16
ASV_446,0,0,0,0,0,0,99,23,35,0,0,0,0,0,0,24,22,13,0,0,4,0,0,0,20,114,13
ASV_447,0,0,42,0,0,0,0,0,0,48,65,61,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0
ASV_448,0,0,0,0,0,20,28,87,0,0,0,0,0,0,0,0,12,80,0,0,0,0,0,0,29,91,19
ASV_449,0,0,173,0,0,0,0,0,0,61,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_450,0,0,0,16,0,0,0,0,0,0,0,142,130,28,49,0,0,0,0,0,0,0,0,0,0,0,0
ASV_451,0,5,2,0,31,51,0,0,0,0,0,0,0,0,0,57,62,156,0,0,0,0,0,0,0,0,0
ASV_452,0,0,0,0,0,0,81,29,39,0,0,0,0,0,0,51,11,33,0,0,0,0,0,0,25,63,32
ASV_453,49,31,0,0,0,0,0,0,0,29,121,0,0,0,0,0,0,0,20,0,113,0,0,0,0,0,0
ASV_454,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_455,0,0,0,0,0,0,67,71,34,0,0,0,0,0,0,0,0,59,24,0,0,0,0,0,40,67,0
ASV_456,0,0,0,0,0,0,0,0,0,71,91,84,0,0,0,0,0,0,17,0,99,0,0,0,0,0,0
ASV_457,11,161,10,0,0,0,0,23,23,0,0,0,0,0,0,0,0,14,52,0,0,0,0,0,0,36,31
ASV_458,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,51,136,0
ASV_459,0,39,0,0,0,0,24,32,47,0,0,0,0,0,0,0,38,50,33,0,0,0,0,0,37,25,35
ASV_460,0,0,0,0,0,0,81,45,38,0,0,0,0,0,0,28,35,57,0,0,0,0,0,0,8,15,53
